epoch,step,train_loss,val_auc,val_loss
0,49,0.030392147600650787,,
0,99,0.029351115226745605,,
0,149,0.029679469764232635,,
0,199,0.031226491555571556,,
0,249,0.028666464611887932,,
0,299,0.029510896652936935,,
0,349,0.0318465381860733,,
0,399,0.032692864537239075,,
0,449,0.03422044217586517,,
0,499,0.026195164769887924,,
0,549,0.02893400378525257,,
0,599,0.025639265775680542,,
0,649,0.022588549181818962,,
0,699,0.025696588680148125,,
0,713,,0.7769125699996948,0.02454409748315811
1,749,0.02625516802072525,,
1,799,0.026643412187695503,,
1,849,0.022007156163454056,,
1,899,0.02667774260044098,,
1,949,0.032464027404785156,,
1,999,0.022277818992733955,,
1,1049,0.021262219175696373,,
1,1099,0.02023911103606224,,
1,1149,0.023584960028529167,,
1,1199,0.01773359440267086,,
1,1249,0.02139301411807537,,
1,1299,0.022186895832419395,,
1,1349,0.016927365213632584,,
1,1399,0.021700307726860046,,
1,1427,,0.8471676707267761,0.01873265579342842
2,1449,0.017640963196754456,,
2,1499,0.015149825252592564,,
2,1549,0.015130484476685524,,
2,1599,0.014691079035401344,,
2,1649,0.01854497753083706,,
2,1699,0.015128765255212784,,
2,1749,0.014161552302539349,,
2,1799,0.017883626744151115,,
2,1849,0.015134630724787712,,
2,1899,0.018520589917898178,,
2,1949,0.018846290186047554,,
2,1999,0.012820539996027946,,
2,2049,0.020014282315969467,,
2,2099,0.01985293999314308,,
2,2141,,0.867100715637207,0.01672390103340149
3,2149,0.014032786712050438,,
3,2199,0.014142705127596855,,
3,2249,0.017939139157533646,,
3,2299,0.01282188855111599,,
3,2349,0.018829647451639175,,
3,2399,0.01792551763355732,,
3,2449,0.012348304502665997,,
3,2499,0.020141543820500374,,
3,2549,0.015255078673362732,,
3,2599,0.01648027077317238,,
3,2649,0.015131847932934761,,
3,2699,0.010636959224939346,,
3,2749,0.014481166377663612,,
3,2799,0.010527869686484337,,
3,2849,0.017265748232603073,,
3,2855,,0.8756453394889832,0.015152068808674812
4,2899,0.014869469217956066,,
4,2949,0.014806872233748436,,
4,2999,0.009354845620691776,,
4,3049,0.012467995285987854,,
4,3099,0.015992308035492897,,
4,3149,0.018888574093580246,,
4,3199,0.015300114639103413,,
4,3249,0.010691256262362003,,
4,3299,0.014514926820993423,,
4,3349,0.01316360104829073,,
4,3399,0.00762702152132988,,
4,3449,0.01282572653144598,,
4,3499,0.01660054922103882,,
4,3549,0.01216160412877798,,
4,3569,,0.8814626932144165,0.014326721429824829
5,3599,0.009951193816959858,,
5,3649,0.010146821849048138,,
5,3699,0.012231627479195595,,
5,3749,0.011645759455859661,,
5,3799,0.00991889089345932,,
5,3849,0.016012070700526237,,
5,3899,0.012099288403987885,,
5,3949,0.013655249029397964,,
5,3999,0.010308610275387764,,
5,4049,0.01932332292199135,,
5,4099,0.01846095733344555,,
5,4149,0.021265169605612755,,
5,4199,0.019928377121686935,,
5,4249,0.012936959974467754,,
5,4283,,0.8821384310722351,0.014524868689477444
6,4299,0.013563649728894234,,
6,4349,0.01025005429983139,,
6,4399,0.014168037101626396,,
6,4449,0.016233103349804878,,
6,4499,0.009569140151143074,,
6,4549,0.010453044436872005,,
6,4599,0.01218410860747099,,
6,4649,0.008771952241659164,,
6,4699,0.00954527035355568,,
6,4749,0.015074320137500763,,
6,4799,0.012202706187963486,,
6,4849,0.012744302861392498,,
6,4899,0.010083731263875961,,
6,4949,0.015177148394286633,,
6,4997,,0.8837895393371582,0.014106335118412971
7,4999,0.00982437189668417,,
7,5049,0.009485127404332161,,
7,5099,0.008916381746530533,,
7,5149,0.01662370003759861,,
7,5199,0.014438451267778873,,
7,5249,0.008401213213801384,,
7,5299,0.009480911307036877,,
7,5349,0.010582908987998962,,
7,5399,0.00823403149843216,,
7,5449,0.012287582270801067,,
7,5499,0.010002780705690384,,
7,5549,0.009230252355337143,,
7,5599,0.009059730917215347,,
7,5649,0.012896865606307983,,
7,5699,0.006489564199000597,,
7,5711,,0.882321834564209,0.014189951121807098
8,5749,0.010692251846194267,,
8,5799,0.009878321550786495,,
8,5849,0.006796941161155701,,
8,5899,0.008742757141590118,,
8,5949,0.006777954753488302,,
8,5999,0.009256881661713123,,
8,6049,0.011829061433672905,,
8,6099,0.010398014448583126,,
8,6149,0.006734766066074371,,
8,6199,0.00989922322332859,,
8,6249,0.009473240002989769,,
8,6299,0.004553520120680332,,
8,6349,0.010383217595517635,,
8,6399,0.011389989405870438,,
8,6425,,0.8835338354110718,0.014314185827970505
9,6449,0.00861282180994749,,
9,6499,0.009138064458966255,,
9,6549,0.008163604885339737,,
9,6599,0.00542779266834259,,
9,6649,0.009021327830851078,,
9,6699,0.0035470579750835896,,
9,6749,0.008895257487893105,,
9,6799,0.00743300374597311,,
9,6849,0.004674989264458418,,
9,6899,0.006942002568393946,,
9,6949,0.012661361135542393,,
9,6999,0.010302483104169369,,
9,7049,0.00625184690579772,,
9,7099,0.008689896203577518,,
9,7139,,0.8830066323280334,0.014763879589736462
10,7149,0.0051363385282456875,,
10,7199,0.004475665744394064,,
10,7249,0.00422260444611311,,
10,7299,0.005231480114161968,,
10,7349,0.005247955210506916,,
10,7399,0.00642408337444067,,
10,7449,0.006872549653053284,,
