epoch,step,train_loss_epoch,train_loss_step,val_loss
0,43,,,0.034228283911943436
0,43,0.12507684528827667,,
1,49,,0.031113173812627792,
1,87,,,0.031269051134586334
1,87,0.03159099817276001,,
2,99,,0.029409289360046387,
2,131,,,0.031009666621685028
2,131,0.030862964689731598,,
3,149,,0.03155875205993652,
3,175,,,0.030946902930736542
3,175,0.0308535173535347,,
4,199,,0.031340841203927994,
4,219,,,0.03073704242706299
4,219,0.030698370188474655,,
