epoch,step,train_loss,val_auc,val_loss
0,49,0.030778417363762856,,
0,99,0.03045126050710678,,
0,118,,0.5516048669815063,0.029409024864435196
1,149,0.029999542981386185,,
1,199,0.027943123131990433,,
1,237,,0.6711204648017883,0.02771049551665783
2,249,0.02703024633228779,,
2,299,0.0283866748213768,,
2,349,0.027503356337547302,,
2,356,,0.7636294960975647,0.025250127539038658
